municipio,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
270390 Jundiá,-,-,-,-,-,-,-,-,-,-,-,-
270400 Junqueiro,-,-,-,1,-,3,-,-,-,-,-,-
270410 Lagoa da Canoa,-,-,-,-,-,-,-,-,1,4,-,-
270420 Limoeiro de Anadia,-,-,-,-,-,-,2,-,-,-,1,-
270430 Maceió,4,5,4,4,-,2,50,136,35,16,4,10
270440 Major Isidoro,-,-,-,-,-,-,3,2,8,3,-,-
270490 Mar Vermelho,-,-,-,-,-,-,-,-,-,-,-,-
270450 Maragogi,-,-,-,-,-,3,1,5,-,-,-,-
270460 Maravilha,-,-,-,-,-,-,-,-,-,-,-,-
270470 Marechal Deodoro,-,-,-,-,-,3,-,4,10,6,15,11
270480 Maribondo,-,-,-,-,-,-,-,1,-,-,-,-
270500 Mata Grande,-,-,-,-,-,1,1,-,10,6,5,-
270510 Matriz de Camaragibe,-,-,-,-,-,-,-,-,-,-,-,-
270520 Messias,-,-,-,-,-,7,1,5,4,3,4,2
270530 Minador do Negrão,-,-,-,-,1,1,-,5,1,1,-,-
270540 Monteirópolis,-,-,-,-,-,-,-,-,1,5,-,-
270550 Murici,-,-,-,-,-,3,3,12,22,13,5,4
270560 Novo Lino,-,1,-,-,-,-,1,-,1,-,-,-
270570 Olho d'Água das Flores,-,-,-,-,-,-,1,1,2,6,1,1
270580 Olho d'Água do Casado,-,-,-,-,1,-,-,-,1,-,-,1
270590 Olho d'Água Grande,-,-,-,-,-,-,-,2,1,-,-,-
270600 Olivença,-,-,-,-,-,-,3,1,4,8,11,-
270610 Ouro Branco,-,-,-,-,-,-,-,1,-,-,1,-
270620 Palestina,-,-,-,-,-,-,-,-,-,-,2,1
270630 Palmeira dos Índios,-,-,-,-,-,3,1,-,5,1,5,-
270640 Pão de Açúcar,-,-,-,-,1,7,15,4,-,5,-,-
270642 Pariconha,-,2,1,-,3,2,-,1,3,-,-,5
270644 Paripueira,-,-,-,-,1,-,-,-,-,-,-,-
270650 Passo de Camaragibe,-,-,-,-,-,-,-,-,-,2,2,1
270660 Paulo Jacinto,-,-,-,-,-,-,-,-,-,1,-,-
270670 Penedo,-,1,5,18,22,13,75,-,-,-,-,-
270680 Piaçabuçu,-,-,1,1,-,-,-,-,5,3,5,1
270690 Pilar,-,-,1,-,3,1,-,2,-,-,-,-
270700 Pindoba,-,-,-,1,-,-,-,-,-,-,-,1
270710 Piranhas,-,-,-,-,-,-,-,2,8,3,-,-
270720 Poço das Trincheiras,-,-,-,-,-,-,-,-,1,-,-,-
270730 Porto Calvo,-,-,-,-,1,1,2,22,45,18,17,2
270740 Porto de Pedras,-,-,-,-,-,-,-,8,-,1,4,-
270750 Porto Real do Colégio,-,-,-,-,-,-,2,2,9,13,12,3
270760 Quebrangulo,-,1,-,2,-,2,-,-,-,5,-,1
270770 Rio Largo,-,-,3,1,1,4,5,3,16,6,3,1
270780 Roteiro,-,-,-,-,-,-,-,4,2,4,-,-
270790 Santa Luzia do Norte,-,-,-,-,-,-,-,-,-,-,1,-
270800 Santana do Ipanema,-,-,-,4,-,-,2,-,3,4,6,1
270810 Santana do Mundaú,-,-,-,-,-,-,-,-,1,9,4,2
270820 São Brás,-,-,-,-,-,-,-,-,1,-,-,-
270830 São José da Laje,2,2,-,3,6,3,1,1,14,5,10,3
270840 São José da Tapera,-,-,-,-,-,-,5,9,34,24,13,6
270850 São Luís do Quitunde,-,-,-,-,-,-,-,5,-,3,-,-
270860 São Miguel dos Campos,-,-,-,1,-,-,-,-,1,-,1,-
270870 São Miguel dos Milagres,-,-,2,-,-,-,-,1,-,2,-,-
270880 São Sebastião,-,-,-,-,-,-,-,2,-,-,-,-
270890 Satuba,-,-,-,-,-,2,6,1,6,2,-,3
270895 Senador Rui Palmeira,-,-,-,-,-,-,-,-,-,-,-,-
270900 Tanque d'Arca,-,-,-,-,1,-,-,-,-,-,-,-
270910 Taquarana,-,-,-,-,-,-,-,3,-,6,-,-
270915 Teotônio Vilela,-,-,1,-,2,4,2,9,2,-,-,-
270920 Traipu,-,-,-,1,-,-,-,-,-,1,-,-
270930 União dos Palmares,-,4,1,-,-,3,17,39,56,28,10,7
270940 Viçosa,-,-,1,1,-,-,1,9,14,20,5,1
270000 Município ignorado - AL,-,-,-,-,-,-,-,-,-,-,-,-
280010 Amparo de São Francisco,-,-,-,-,-,2,-,-,-,-,-,-
280020 Aquidabã,-,-,-,-,-,-,-,-,-,-,2,1
280030 Aracaju,1,180,267,403,416,405,355,498,225,7,115,320
280040 Arauá,-,-,-,-,-,-,-,-,-,-,-,-
280050 Areia Branca,-,-,-,-,2,2,5,4,5,9,2,1
280060 Barra dos Coqueiros,-,-,-,11,15,36,34,34,25,15,6,4
280067 Boquim,-,2,2,1,2,7,14,20,18,13,6,1
280070 Brejo Grande,-,2,1,-,-,2,-,1,11,2,3,7
280100 Campo do Brito,-,2,-,6,3,1,5,2,7,5,-,-
280110 Canhoba,-,-,-,-,-,-,1,1,1,-,-,-
280120 Canindé de São Francisco,-,1,2,-,2,1,-,6,5,6,3,2
280130 Capela,-,-,-,7,2,7,2,49,28,13,3,13
280140 Carira,-,-,-,1,-,-,-,1,1,1,-,-
280150 Carmópolis,-,-,-,3,4,8,25,7,6,14,14,1
280160 Cedro de São João,-,-,-,1,-,9,2,6,7,6,-,5
280170 Cristinápolis,-,-,-,-,-,-,1,-,-,2,-,-
280190 Cumbe,-,-,-,-,2,1,-,3,1,1,2,-
280200 Divina Pastora,-,-,-,-,2,-,1,6,3,3,1,-
280210 Estância,-,22,28,75,134,130,90,59,39,39,15,15
280220 Feira Nova,-,-,-,-,1,4,-,1,-,2,1,-
280230 Frei Paulo,-,-,-,1,2,-,-,-,1,4,-,-
280240 Gararu,-,-,-,-,-,-,-,-,-,-,-,-
280250 General Maynard,-,-,-,4,-,-,2,1,3,2,5,2
280260 Gracho Cardoso,-,-,-,-,-,-,-,-,-,-,-,1
280270 Ilha das Flores,-,-,-,-,2,1,1,6,1,4,-,1
280280 Indiaroba,-,-,-,3,5,2,-,2,1,-,1,-
280290 Itabaiana,-,41,100,170,115,97,34,85,59,37,40,36
280300 Itabaianinha,-,4,-,1,2,7,5,5,10,8,23,5
280310 Itabi,-,-,-,-,-,-,-,-,1,-,1,-
280320 Itaporanga d'Ajuda,-,-,-,-,-,-,-,-,8,12,11,3
280330 Japaratuba,-,-,-,2,8,1,-,-,2,10,2,4
280340 Japoatã,-,-,-,-,1,-,3,8,-,6,4,-
280350 Lagarto,-,6,65,30,22,54,29,34,24,45,55,25
280360 Laranjeiras,-,-,5,9,5,10,5,2,1,5,1,-
280370 Macambira,-,-,-,2,4,-,-,4,6,1,-,-
280380 Malhada dos Bois,-,-,-,-,-,-,-,2,2,5,-,1
280390 Malhador,-,-,-,-,-,-,-,6,-,3,6,5
280400 Maruim,-,-,-,5,2,3,4,14,9,11,9,2
280410 Moita Bonita,-,-,-,-,-,2,9,8,4,4,3,-
280420 Monte Alegre de Sergipe,-,-,-,4,1,2,2,6,5,-,-,1
280430 Muribeca,-,2,-,1,2,12,-,5,10,2,4,2
280440 Neópolis,-,-,-,-,-,1,-,1,-,10,3,1
280445 Nossa Senhora Aparecida,-,-,-,-,-,-,-,-,-,-,-,-
280450 Nossa Senhora da Glória,-,-,-,-,-,1,5,8,9,3,5,1
280460 Nossa Senhora das Dores,-,10,3,7,3,4,3,2,3,10,5,4
280470 Nossa Senhora de Lourdes,-,-,-,-,-,-,-,-,-,-,-,-
280480 Nossa Senhora do Socorro,-,5,20,84,40,61,96,125,126,105,78,61
280490 Pacatuba,-,1,-,-,-,-,2,-,2,-,-,-
280500 Pedra Mole,-,-,-,-,-,2,3,2,6,1,1,-
280510 Pedrinhas,-,-,-,-,-,-,3,-,-,4,1,-
280520 Pinhão,-,-,-,-,-,-,-,-,-,-,-,-
280530 Pirambu,-,-,-,1,-,1,-,7,5,7,-,2
280540 Poço Redondo,-,-,-,-,-,-,-,-,-,1,1,-
280550 Poço Verde,-,-,1,-,-,1,-,1,1,1,5,1
280560 Porto da Folha,-,-,-,1,2,-,4,7,8,1,1,-
280570 Propriá,5,2,2,80,113,87,79,58,55,37,15,37
280580 Riachão do Dantas,-,-,-,-,-,-,-,-,1,-,1,-
280590 Riachuelo,-,2,-,2,2,2,-,1,1,-,-,2
280600 Ribeirópolis,-,-,-,-,-,-,-,-,-,-,-,-
280610 Rosário do Catete,-,1,2,1,9,7,7,9,5,1,3,1
280620 Salgado,-,-,2,-,-,-,2,-,-,1,1,2
280630 Santa Luzia do Itanhy,-,2,-,-,-,-,1,-,-,4,4,7
280650 Santa Rosa de Lima,-,-,-,-,-,-,-,-,4,2,1,-
280640 Santana do São Francisco,-,2,-,-,-,-,-,-,-,-,-,-
280660 Santo Amaro das Brotas,-,-,-,-,7,1,2,3,5,7,1,-
280670 São Cristóvão,-,-,4,3,4,3,8,23,28,40,133,96
280680 São Domingos,-,-,-,-,-,-,-,1,5,1,3,2
280690 São Francisco,-,-,-,-,1,-,2,-,-,-,-,-
280700 São Miguel do Aleixo,-,-,-,-,-,-,-,-,-,1,-,-
280710 Simão Dias,-,3,5,9,2,2,6,16,27,24,16,28
280720 Siriri,-,-,-,-,-,2,1,1,2,3,3,-
280730 Telha,-,-,-,-,-,-,-,-,1,1,-,-
280740 Tobias Barreto,-,-,3,-,-,-,-,-,6,3,2,2
280750 Tomar do Geru,-,2,-,1,1,-,-,1,-,-,-,-
280760 Umbaúba,-,-,-,-,2,6,3,-,1,3,5,17
280000 Município ignorado - SE,-,-,-,-,-,-,-,-,-,-,-,-
290010 Abaíra,-,-,-,-,-,-,-,1,1,-,-,-
290020 Abaré,-,-,-,-,-,-,-,1,2,-,1,-
290030 Acajutiba,-,-,-,1,-,-,1,-,-,4,-,-
290035 Adustina,-,-,1,-,-,-,-,1,9,3,-,-
290040 Água Fria,-,-,-,-,-,1,-,2,4,1,5,1
290060 Aiquara,-,-,-,-,-,-,-,-,-,11,1,1
290070 Alagoinhas,-,-,-,1,2,-,-,8,48,25,29,4
290080 Alcobaça,-,2,-,3,11,10,12,3,28,6,1,1
290090 Almadina,-,-,-,-,-,-,2,5,5,5,1,-
290100 Amargosa,-,-,-,-,3,-,-,4,17,14,4,2
290110 Amélia Rodrigues,-,1,-,-,-,-,-,-,-,1,-,-
290115 América Dourada,-,-,1,-,-,3,-,8,4,4,3,1
290120 Anagé,-,1,-,-,-,-,2,-,5,2,-,-
290130 Andaraí,-,-,-,-,-,-,-,2,1,9,2,1
290135 Andorinha,-,-,1,1,3,2,1,-,2,3,6,6
290140 Angical,-,-,-,-,-,-,1,-,5,-,-,1
290150 Anguera,-,-,-,-,-,-,-,-,-,-,-,-
290160 Antas,-,-,-,-,-,-,-,-,-,-,1,-
290170 Antônio Cardoso,-,-,-,-,-,-,-,-,4,1,-,1
290180 Antônio Gonçalves,-,-,-,-,-,1,-,1,1,2,1,2
290190 Aporá,-,-,-,-,-,-,-,4,1,-,1,-
290195 Apuarema,-,-,-,-,-,-,2,3,3,19,4,-
290205 Araças,-,-,-,-,-,1,1,-,-,3,1,-
290200 Aracatu,-,-,-,-,-,-,-,-,-,1,-,1
290210 Araci,1,-,-,1,4,6,3,9,32,17,5,4
290220 Aramari,-,-,-,-,-,-,-,-,-,-,-,-
290225 Arataca,-,-,-,-,-,-,-,-,2,2,-,1
290230 Aratuípe,-,-,-,-,-,-,-,-,1,3,-,-
290240 Aurelino Leal,-,-,-,-,-,-,-,-,36,1,2,1
290250 Baianópolis,-,-,-,-,-,-,-,-,-,2,-,-
290260 Baixa Grande,-,-,-,-,-,-,-,-,-,-,-,-
290265 Banzaê,-,-,-,-,-,-,-,-,-,1,-,-
290270 Barra,-,-,-,-,-,-,-,3,10,7,1,2
290280 Barra da Estiva,-,-,-,-,-,-,1,-,3,3,-,-
290290 Barra do Choça,-,-,-,-,-,2,2,15,10,11,4,4
290300 Barra do Mendes,-,-,-,2,1,2,2,-,-,8,2,1
290310 Barra do Rocha,-,-,-,-,1,-,-,5,5,6,7,-
290320 Barreiras,1,6,-,8,1,4,4,93,179,108,88,22
290323 Barro Alto,-,-,-,-,-,-,-,-,1,-,-,-
290330 Barro Preto,-,-,-,-,1,-,-,1,3,2,2,1
290327 Barrocas,-,-,-,-,-,-,-,-,-,2,-,-
290340 Belmonte,-,-,1,-,33,2,27,32,33,15,3,1
290350 Belo Campo,-,-,-,1,-,-,1,1,8,2,1,3
290360 Biritinga,-,-,-,-,-,3,-,-,4,1,-,-
290370 Boa Nova,-,-,-,-,-,-,-,1,2,2,-,1
290380 Boa Vista do Tupim,-,-,-,-,-,-,-,9,7,2,3,3
290390 Bom Jesus da Lapa,-,4,3,3,4,7,8,14,7,7,5,2
290395 Bom Jesus da Serra,-,1,-,-,-,-,-,5,1,1,1,-
290400 Boninal,-,-,-,-,-,-,-,-,1,-,-,-
290405 Bonito,-,-,-,-,-,-,1,-,2,1,-,4
290410 Boquira,-,-,-,-,-,-,-,-,1,1,-,-
290420 Botuporã,-,-,-,-,-,-,-,-,-,1,-,-
290430 Brejões,-,-,1,-,-,1,1,5,5,3,-,-
290440 Brejolândia,-,-,-,-,-,-,-,-,-,-,-,-
290450 Brotas de Macaúbas,-,-,-,-,-,-,-,-,-,1,1,-
290460 Brumado,-,15,12,11,5,9,26,2,18,18,8,1
290470 Buerarema,-,-,-,-,1,-,5,2,11,5,4,2
290475 Buritirama,-,-,-,-,-,-,-,-,3,-,-,-
290480 Caatiba,-,-,-,-,-,-,-,-,-,-,-,-
290485 Cabaceiras do Paraguaçu,-,-,-,-,-,1,-,-,1,-,-,-
290490 Cachoeira,-,-,-,-,-,-,-,-,2,4,2,1
290500 Caculé,-,1,-,-,3,-,-,-,1,2,1,-
290510 Caém,-,-,-,-,-,-,-,3,4,1,5,-
290515 Caetanos,-,-,-,-,-,-,-,1,2,3,-,-
290520 Caetité,-,-,1,-,-,-,-,-,-,4,2,1
290530 Cafarnaum,-,-,1,-,-,1,3,6,7,1,-,-
290540 Cairu,-,1,-,1,1,1,1,3,8,2,2,-
290550 Caldeirão Grande,-,-,-,-,-,-,1,-,-,2,2,-
290560 Camacan,-,1,1,-,-,4,1,18,92,28,14,6
290570 Camaçari,4,65,63,57,152,37,23,212,240,105,95,108
290580 Camamu,-,-,-,1,1,1,1,-,6,20,2,1
290590 Campo Alegre de Lourdes,-,-,-,-,-,-,-,-,-,-,1,-
290600 Campo Formoso,-,-,-,-,-,-,-,9,11,11,8,2
290610 Canápolis,-,-,-,-,-,-,1,-,-,-,-,-
290620 Canarana,-,-,-,-,-,-,-,2,-,6,7,1
290630 Canavieiras,-,-,-,2,9,15,8,12,19,10,3,1
290640 Candeal,-,-,-,-,-,-,-,3,3,-,-,-
290650 Candeias,-,-,-,-,8,15,17,63,24,7,4,4
290660 Candiba,-,-,-,-,-,-,-,-,-,-,-,-
290670 Cândido Sales,-,-,-,-,-,1,2,5,8,7,3,-
290680 Cansanção,-,-,-,-,-,-,-,6,5,5,5,-
290682 Canudos,-,-,-,-,-,-,-,-,2,-,-,-
290685 Capela do Alto Alegre,-,-,-,-,3,3,9,-,1,1,1,-
290687 Capim Grosso,-,-,-,-,-,-,1,1,11,28,14,11
290689 Caraíbas,-,-,-,-,-,-,-,-,-,3,1,-
290690 Caravelas,-,-,-,-,1,1,5,3,21,10,3,-
290700 Cardeal da Silva,-,-,-,1,-,1,-,-,-,-,-,-
290710 Carinhanha,-,-,-,-,-,-,62,4,3,6,1,-
290720 Casa Nova,-,-,-,-,-,-,-,-,3,8,1,-
290730 Castro Alves,-,-,-,4,11,5,1,9,5,6,5,4
290740 Catolândia,-,-,-,-,-,-,-,-,-,-,-,-
290750 Catu,-,-,-,5,1,3,7,6,5,14,9,2
290755 Caturama,-,-,-,-,-,-,-,-,-,-,-,-
290760 Central,-,-,-,1,-,-,-,-,2,-,1,-
290770 Chorrochó,-,-,-,-,-,-,-,-,1,-,-,-
290780 Cícero Dantas,-,-,-,-,-,-,-,-,-,7,1,-
290790 Cipó,1,-,-,-,-,-,-,-,-,1,1,-
290800 Coaraci,-,-,-,-,3,3,-,13,24,14,7,1
290810 Cocos,-,-,-,-,-,-,-,-,-,-,-,-
290820 Conceição da Feira,-,-,-,-,-,-,4,2,4,3,1,-
290830 Conceição do Almeida,-,-,1,-,1,-,-,11,15,10,9,2
290840 Conceição do Coité,-,-,-,-,-,-,-,-,-,2,4,3
290850 Conceição do Jacuípe,-,-,1,2,-,-,-,-,16,10,4,-
290860 Conde,-,-,-,-,-,-,-,-,25,2,2,-
290870 Condeúba,-,-,-,-,1,-,2,2,11,3,2,-
290880 Contendas do Sincorá,-,-,-,-,-,-,-,-,-,1,1,1
290890 Coração de Maria,-,-,-,-,-,-,-,1,1,4,6,-
290900 Cordeiros,-,-,-,-,-,1,-,-,-,1,2,-
290910 Coribe,-,-,-,-,-,-,1,2,1,1,-,-
290920 Coronel João Sá,-,-,-,-,-,-,-,-,-,1,-,-
290930 Correntina,-,-,-,-,1,-,-,4,1,9,1,1
290940 Cotegipe,-,-,-,-,-,2,3,1,2,5,-,3
290950 Cravolândia,-,-,-,-,-,-,-,-,1,2,-,-
290960 Crisópolis,-,-,-,-,-,-,1,1,-,-,-,-
290970 Cristópolis,-,-,-,-,-,-,-,-,2,-,-,-
290980 Cruz das Almas,-,-,-,1,1,1,1,3,2,6,2,1
290990 Curaçá,-,-,-,1,2,1,1,5,5,7,-,-
291000 Dário Meira,-,1,-,-,-,-,-,-,20,3,9,15
291005 Dias d'Ávila,1,-,1,2,9,15,20,46,33,11,3,6
291010 Dom Basílio,-,-,-,-,1,-,-,-,-,-,-,2
291020 Dom Macedo Costa,-,-,2,-,3,3,1,-,2,2,1,1
291030 Elísio Medrado,-,-,-,-,-,-,-,-,2,-,-,-
291040 Encruzilhada,-,-,-,-,1,-,3,5,5,11,3,-
291050 Entre Rios,-,-,-,-,-,-,-,-,-,-,2,2
290050 Érico Cardoso,-,-,-,1,-,-,-,-,-,1,-,1
291060 Esplanada,-,-,-,-,-,-,-,-,3,9,1,6
291070 Euclides da Cunha,-,-,1,-,1,1,-,-,2,5,6,3
291072 Eunápolis,-,13,2,18,21,29,54,44,78,106,64,23
291075 Fátima,-,-,-,-,-,-,-,-,1,1,1,-
291077 Feira da Mata,-,-,-,-,-,-,-,-,-,-,-,-
291080 Feira de Santana,-,-,-,1,-,-,2,8,422,514,236,98
291085 Filadélfia,-,-,-,-,-,-,-,3,8,11,3,1
291090 Firmino Alves,-,-,-,-,-,-,-,2,1,1,-,-
291100 Floresta Azul,-,-,-,1,3,2,3,9,10,3,2,-
291110 Formosa do Rio Preto,-,1,-,-,-,-,-,-,1,3,2,-
291120 Gandu,-,-,5,3,2,7,4,6,3,6,1,2
291125 Gavião,-,1,-,-,-,-,-,-,7,-,-,-
291130 Gentio do Ouro,-,-,-,-,-,-,-,-,-,3,-,3
291140 Glória,-,-,-,-,-,-,-,3,-,1,-,-
291150 Gongogi,-,-,-,-,-,-,7,4,26,1,-,-
291160 Governador Mangabeira,-,-,-,-,-,4,3,1,9,3,1,1
291165 Guajeru,-,-,-,-,-,-,-,1,7,4,-,-
291170 Guanambi,-,1,9,15,32,32,35,10,68,98,43,37
291180 Guaratinga,-,-,-,-,-,-,-,3,1,9,2,-
291185 Heliópolis,-,-,-,-,-,-,-,-,-,-,-,-
291190 Iaçu,-,-,1,-,4,-,1,1,4,2,2,-
291200 Ibiassucê,-,-,-,-,1,-,-,-,-,2,-,-
291210 Ibicaraí,-,-,-,3,7,13,3,8,11,6,2,1
291220 Ibicoara,-,-,-,-,-,-,-,-,1,7,2,1
291230 Ibicuí,-,-,-,-,-,-,-,-,5,7,4,-
291240 Ibipeba,-,-,-,-,-,1,-,-,-,1,-,-
291250 Ibipitanga,-,-,-,-,-,-,-,-,-,-,-,-
291260 Ibiquera,-,-,-,-,-,-,4,4,1,-,-,-
291270 Ibirapitanga,-,-,-,2,1,-,9,14,11,17,9,9
291280 Ibirapuã,-,-,-,-,-,-,1,-,-,-,5,1
291290 Ibirataia,-,-,-,-,2,8,4,4,26,15,6,5
291300 Ibitiara,-,-,-,-,-,-,-,-,4,-,1,-
291310 Ibititá,-,-,-,-,-,-,-,1,5,4,3,2
291320 Ibotirama,-,-,-,-,6,4,2,1,37,26,12,5
291330 Ichu,-,-,1,-,1,-,-,-,-,-,-,-
291340 Igaporã,-,-,-,-,-,-,-,-,-,-,-,-
291345 Igrapiúna,-,1,1,-,3,2,-,10,-,4,1,-
291350 Iguaí,-,-,-,-,-,-,-,1,5,6,6,1
291360 Ilhéus,-,2,4,-,-,-,-,3,53,129,56,39
291370 Inhambupe,-,-,-,-,1,-,2,-,2,-,3,-
291380 Ipecaetá,-,-,-,-,1,-,-,-,-,1,-,-
291390 Ipiaú,-,1,1,2,10,10,1,52,73,54,21,17
291400 Ipirá,-,-,-,-,-,-,-,-,4,-,-,-
291410 Ipupiara,-,-,-,-,-,-,-,-,5,5,-,-
291420 Irajuba,-,-,-,1,-,-,-,1,1,-,-,-
291430 Iramaia,-,-,-,-,-,-,-,-,-,3,-,-
291440 Iraquara,-,-,-,-,-,-,3,2,-,1,1,1
291450 Irará,-,-,-,-,1,-,1,3,4,2,1,2
291460 Irecê,-,-,-,1,-,-,4,2,2,14,3,3
291465 Itabela,-,1,10,13,24,34,8,69,40,12,1,-
291470 Itaberaba,-,-,-,1,6,4,8,19,3,2,5,1
291480 Itabuna,2,15,4,95,158,133,173,187,216,201,183,65
291490 Itacaré,-,1,-,1,1,1,3,2,8,10,2,1
291500 Itaeté,-,-,-,-,-,-,-,-,-,-,-,3
291510 Itagi,-,-,-,1,-,-,3,3,2,1,3,3
291520 Itagibá,-,-,-,-,-,1,-,-,-,3,8,1
291530 Itagimirim,-,-,-,-,-,-,5,2,14,16,-,-
291535 Itaguaçu da Bahia,-,-,-,-,-,-,-,-,2,-,-,-
291540 Itaju do Colônia,-,1,-,-,-,-,-,-,4,11,-,2
291550 Itajuípe,-,-,2,-,2,2,-,8,50,30,19,12
291560 Itamaraju,-,-,2,3,1,8,24,24,43,60,20,2
291570 Itamari,-,-,-,-,-,-,-,1,6,-,1,-
291580 Itambé,-,-,-,-,1,-,-,-,24,27,6,5
291590 Itanagra,-,-,-,-,1,-,-,-,3,-,-,-
291600 Itanhém,-,-,-,-,-,-,2,5,12,7,4,-
291610 Itaparica,-,-,-,-,2,-,-,1,2,1,-,-
291620 Itapé,-,-,-,3,4,-,-,3,10,3,1,1
291630 Itapebi,-,-,-,1,5,1,12,2,2,5,-,-
291640 Itapetinga,-,4,25,24,33,99,72,144,204,117,95,40
291650 Itapicuru,-,-,-,-,-,-,-,2,7,3,2,-
291660 Itapitanga,-,-,-,-,-,-,2,21,11,6,1,2
291670 Itaquara,-,-,2,-,-,-,-,-,2,2,1,-
291680 Itarantim,-,-,-,-,-,-,-,-,-,-,-,3
291685 Itatim,-,-,-,-,-,-,-,-,2,2,4,1
291690 Itiruçu,-,-,-,-,-,-,-,-,-,4,-,-
291700 Itiúba,-,-,1,1,2,4,2,4,30,3,5,1
291710 Itororó,-,1,-,-,-,7,-,4,6,-,4,-
291720 Ituaçu,-,-,-,-,-,1,2,5,1,1,6,1
291730 Ituberá,-,-,-,-,-,1,1,4,6,2,-,1
291733 Iuiú,-,-,-,-,1,-,-,1,1,1,1,1
291735 Jaborandi,-,-,-,-,-,-,-,-,-,2,-,-
291740 Jacaraci,-,-,-,-,-,-,-,-,-,6,-,-
291750 Jacobina,-,-,-,-,-,1,6,31,44,26,20,5
291760 Jaguaquara,-,-,-,-,-,2,11,22,46,15,21,2
291770 Jaguarari,-,-,-,-,1,2,-,5,3,13,3,2
291780 Jaguaripe,-,-,-,-,2,2,1,2,4,-,2,-
291790 Jandaíra,-,-,-,-,-,-,-,-,-,1,-,1
291800 Jequié,-,6,3,14,5,2,2,31,55,124,78,104
291810 Jeremoabo,-,-,-,-,-,-,-,-,-,-,1,-
291820 Jiquiriçá,-,1,-,1,-,-,-,-,4,5,-,3
291830 Jitaúna,-,-,-,-,-,2,-,-,-,3,-,-
291835 João Dourado,-,-,-,-,-,1,3,1,16,6,5,4
291840 Juazeiro,-,-,-,-,-,3,-,41,191,160,107,61
291845 Jucuruçu,-,-,2,-,-,-,-,-,2,-,-,-
291850 Jussara,-,-,-,1,-,-,-,3,-,9,3,-
291855 Jussari,-,-,-,1,2,-,-,-,9,1,2,1
291860 Jussiape,-,-,-,-,-,-,-,-,2,-,-,-
291870 Lafaiete Coutinho,-,-,-,1,-,-,-,-,-,2,-,-
291875 Lagoa Real,-,-,-,-,-,-,-,-,-,-,-,-
291880 Laje,-,-,-,-,5,-,1,2,2,3,3,-
291890 Lajedão,-,-,-,-,-,1,-,1,8,-,-,-
291900 Lajedinho,-,-,-,-,-,-,-,-,-,-,-,-
291905 Lajedo do Tabocal,-,-,-,-,-,-,-,1,2,-,-,-
291910 Lamarão,-,-,-,-,-,-,1,-,-,-,-,-
291915 Lapão,-,-,1,-,1,1,1,-,-,4,1,2
291920 Lauro de Freitas,-,6,6,1,12,1,1,2,63,32,35,15
291930 Lençóis,-,-,-,-,-,-,-,1,1,1,3,1
291940 Licínio de Almeida,-,-,-,-,-,-,-,-,-,-,-,-
291950 Livramento de Nossa Senhora,-,-,-,-,1,1,-,-,-,3,1,-
291955 Luís Eduardo Magalhães,-,-,4,4,4,3,16,26,37,46,28,11
291960 Macajuba,-,-,-,-,-,1,-,-,1,-,1,1
291970 Macarani,-,-,-,-,-,1,3,4,4,3,2,-
291980 Macaúbas,-,-,-,1,-,-,-,-,-,-,1,-
291990 Macururé,-,-,-,-,-,-,-,-,-,-,-,-
291992 Madre de Deus,-,-,-,-,1,-,-,-,-,2,-,2
291995 Maetinga,-,-,-,-,-,1,-,-,-,1,1,-
292000 Maiquinique,-,-,-,-,1,-,-,-,-,1,3,-
292010 Mairi,-,-,-,-,-,-,2,5,8,1,1,-
292020 Malhada,-,-,-,-,-,-,-,-,5,1,-,1
292030 Malhada de Pedras,-,-,-,-,-,-,-,-,-,-,2,-
292040 Manoel Vitorino,-,-,-,1,-,-,-,1,3,4,2,-
292045 Mansidão,-,-,-,-,-,-,-,-,-,-,-,-
292050 Maracás,-,-,-,-,1,5,11,3,29,6,1,4
292060 Maragogipe,-,-,-,-,4,-,2,7,4,10,3,1
292070 Maraú,-,-,-,-,2,1,2,2,6,4,3,1
292080 Marcionílio Souza,-,-,-,-,-,-,-,-,1,1,1,-
292090 Mascote,-,-,-,-,-,-,-,5,1,1,-,-
292100 Mata de São João,-,-,-,4,7,11,2,6,21,5,4,4
292105 Matina,-,-,-,-,-,-,2,-,1,-,-,-
292110 Medeiros Neto,-,-,-,-,-,1,2,6,25,9,1,2
292120 Miguel Calmon,-,1,-,-,-,-,-,-,14,10,2,1
292130 Milagres,-,-,-,-,-,-,-,-,1,-,1,-
292140 Mirangaba,-,-,-,-,-,-,-,1,15,2,-,-
292145 Mirante,-,-,-,1,-,-,-,3,1,-,-,-
292150 Monte Santo,-,-,-,2,-,-,4,-,-,-,1,-
292160 Morpará,-,-,-,-,-,-,-,-,2,-,3,-
292170 Morro do Chapéu,-,1,1,-,-,2,24,19,76,18,17,18
292180 Mortugaba,-,-,-,-,-,-,-,-,-,-,1,-
292190 Mucugê,-,-,-,-,-,-,-,1,-,1,-,-
292200 Mucuri,-,-,-,-,2,6,7,6,42,52,17,4
292205 Mulungu do Morro,-,-,-,-,-,-,2,1,3,-,1,-
292210 Mundo Novo,-,-,-,-,-,-,-,-,-,-,-,1
292220 Muniz Ferreira,-,-,-,-,-,-,-,-,2,1,-,-
292225 Muquém de São Francisco,-,-,-,-,-,-,-,-,3,2,4,-
